"","Mouse_ID","Position","pop","counts"
"1206","AA_0778","mLN","IL17A_CD4",0.48
"1207","AA_0779","mLN","IL17A_CD4",0.86
"1208","AA_0780","mLN","IL17A_CD4",0.1
"1209","AA_0781","mLN","IL17A_CD4",0.083
"1210","AA_0782","mLN","IL17A_CD4",0.11
"1211","AA_0783","mLN","IL17A_CD4",0.021
"1212","AA_0784","mLN","IL17A_CD4",0
"1213","AA_0785","mLN","IL17A_CD4",0.19
"1214","AA_0786","mLN","IL17A_CD4",0
"1215","AA_0787","mLN","IL17A_CD4",0.12
"1216","AA_0788","mLN","IL17A_CD4",0.23
"1217","AA_0789","mLN","IL17A_CD4",0.16
"1218","AA_0790","mLN","IL17A_CD4",0.32
"1219","AA_0791","mLN","IL17A_CD4",2.47
"1220","AA_0792","mLN","IL17A_CD4",0
"1221","AA_0793","mLN","IL17A_CD4",0.35
"1222","AA_0794","mLN","IL17A_CD4",0.85
"1223","AA_0795","mLN","IL17A_CD4",1.04
"1224","AA_0796","mLN","IL17A_CD4",0.15
"1225","AA_0797","mLN","IL17A_CD4",0.62
"1226","AA_0798","mLN","IL17A_CD4",0.81
"1227","AA_0799","mLN","IL17A_CD4",2.1
"1228","AA_0800","mLN","IL17A_CD4",0.15
"1229","AA_0801","mLN","IL17A_CD4",0.65
"1230","AA_0802","mLN","IL17A_CD4",0.21
"1231","AA_0803","mLN","IL17A_CD4",1.42
"1232","AA_0804","mLN","IL17A_CD4",1.33
"1233","AA_0805","mLN","IL17A_CD4",1.47
"1234","AA_0806","mLN","IL17A_CD4",0.29
"1235","AA_0807","mLN","IL17A_CD4",0.38
"1236","AA_0681","mLN","IFNy_CD8",12
"1237","AA_0682","mLN","IFNy_CD8",4.7
"1238","AA_0683","mLN","IFNy_CD8",11.1
"1239","AA_0684","mLN","IFNy_CD8",16.7
"1240","AA_0685","mLN","IFNy_CD8",21.8
"1241","AA_0686","mLN","IFNy_CD8",5.8
"1242","AA_0687","mLN","IFNy_CD8",1.43
"1243","AA_0688","mLN","IFNy_CD8",2.57
"1244","AA_0689","mLN","IFNy_CD8",8.12
"1245","AA_0690","mLN","IFNy_CD8",20.9
"1246","AA_0691","mLN","IFNy_CD8",2.45
"1247","AA_0692","mLN","IFNy_CD8",1.59
"1248","AA_0693","mLN","IFNy_CD8",4.88
"1249","AA_0694","mLN","IFNy_CD8",5.25
"1250","AA_0695","mLN","IFNy_CD8",5.88
"1251","AA_0696","mLN","IFNy_CD8",7.68
"1252","AA_0697","mLN","IFNy_CD8",0.55
"1253","AA_0698","mLN","IFNy_CD8",4.4
"1254","AA_0699","mLN","IFNy_CD8",0
"1255","AA_0700","mLN","IFNy_CD8",2
"1256","AA_0701","mLN","IFNy_CD8",2.63
"1257","AA_0702","mLN","IFNy_CD8",25
"1258","AA_0703","mLN","IFNy_CD8",25.2
"1259","AA_0704","mLN","IFNy_CD8",15.4
"1260","AA_0705","mLN","IFNy_CD8",5.88
"1261","AA_0706","mLN","IFNy_CD8",0.65
"1262","AA_0707","mLN","IFNy_CD8",10.8
"1263","AA_0708","mLN","IFNy_CD8",0
"1264","AA_0709","mLN","IFNy_CD8",11.9
"1265","AA_0710","mLN","IFNy_CD8",16.9
"1266","AA_0711","mLN","IFNy_CD8",5.96
"1267","AA_0712","mLN","IFNy_CD8",8.02
"1268","AA_0713","mLN","IFNy_CD8",1.22
"1269","AA_0714","mLN","IFNy_CD8",9.66
"1270","AA_0715","mLN","IFNy_CD8",6.59
"1271","AA_0716","mLN","IFNy_CD8",0
"1272","AA_0717","mLN","IFNy_CD8",8.25
"1273","AA_0718","mLN","IFNy_CD8",7.92
"1274","AA_0719","mLN","IFNy_CD8",1.61
"1275","AA_0720","mLN","IFNy_CD8",1.28
"1276","AA_0721","mLN","IFNy_CD8",1.01
"1277","AA_0722","mLN","IFNy_CD8",5.01
"1278","AA_0723","mLN","IFNy_CD8",0.83
"1279","AA_0724","mLN","IFNy_CD8",1.19
"1280","AA_0725","mLN","IFNy_CD8",0.091
"1281","AA_0726","mLN","IFNy_CD8",3.74
"1282","AA_0727","mLN","IFNy_CD8",2.48
"1283","AA_0728","mLN","IFNy_CD8",0.77
"1284","AA_0729","mLN","IFNy_CD8",2.94
"1285","AA_0730","mLN","IFNy_CD8",33.9
"1286","AA_0763","mLN","IFNy_CD8",2.57
"1287","AA_0764","mLN","IFNy_CD8",9.26
"1288","AA_0765","mLN","IFNy_CD8",3.23
"1289","AA_0766","mLN","IFNy_CD8",9.52
"1290","AA_0767","mLN","IFNy_CD8",18.2
"1291","AA_0768","mLN","IFNy_CD8",6.9
"1292","AA_0769","mLN","IFNy_CD8",26.2
"1293","AA_0770","mLN","IFNy_CD8",5.16
"1294","AA_0771","mLN","IFNy_CD8",15.7
"1295","AA_0772","mLN","IFNy_CD8",3.12
"1296","AA_0773","mLN","IFNy_CD8",15.6
"1297","AA_0774","mLN","IFNy_CD8",4.92
"1298","AA_0775","mLN","IFNy_CD8",21
"1299","AA_0776","mLN","IFNy_CD8",2.14
"1300","AA_0777","mLN","IFNy_CD8",3.94
"1301","AA_0778","mLN","IFNy_CD8",2.5
"1302","AA_0779","mLN","IFNy_CD8",17.9
"1303","AA_0780","mLN","IFNy_CD8",13.5
"1304","AA_0781","mLN","IFNy_CD8",0
"1305","AA_0782","mLN","IFNy_CD8",7.87
"1306","AA_0783","mLN","IFNy_CD8",0.52
"1307","AA_0784","mLN","IFNy_CD8",0
"1308","AA_0785","mLN","IFNy_CD8",4.53
"1309","AA_0786","mLN","IFNy_CD8",1.01
"1310","AA_0787","mLN","IFNy_CD8",1.76
"1311","AA_0788","mLN","IFNy_CD8",3.79
"1312","AA_0789","mLN","IFNy_CD8",8.29
"1313","AA_0790","mLN","IFNy_CD8",3.64
"1314","AA_0791","mLN","IFNy_CD8",0
"1315","AA_0792","mLN","IFNy_CD8",0.91
"1316","AA_0793","mLN","IFNy_CD8",4.82
"1317","AA_0794","mLN","IFNy_CD8",3.95
"1318","AA_0795","mLN","IFNy_CD8",2.56
"1319","AA_0796","mLN","IFNy_CD8",1.38
"1320","AA_0797","mLN","IFNy_CD8",8.87
"1321","AA_0798","mLN","IFNy_CD8",1.75
"1322","AA_0799","mLN","IFNy_CD8",4.8
"1323","AA_0800","mLN","IFNy_CD8",2.15
"1324","AA_0801","mLN","IFNy_CD8",3.54
"1325","AA_0802","mLN","IFNy_CD8",5.68
"1326","AA_0803","mLN","IFNy_CD8",2.94
"1327","AA_0804","mLN","IFNy_CD8",6.02
"1328","AA_0805","mLN","IFNy_CD8",2.7
"1329","AA_0806","mLN","IFNy_CD8",2.97
"1330","AA_0807","mLN","IFNy_CD8",1.5
