Transect,State,Address,Code,Letter,Number,Mouse_ID,Sex,Latitude,Longitude,Dist0,Year,Month,Day,REGion,mtBamH,Zfy2,SRY1,Y,X332,X347,X65,Tsx,Btk,Syap1,Es1,Gpd1,Idh1,Mpi,Np,Sod1,Es1C,Gpd1C,Idh1C,MpiC,NpC,Sod1C,Lab,Days in lab,BW,L,LCd,Spleen,Left_testis,Right_testis,Testes,Epididymis,Seminal_vesicles,Sperm,Dissociated,Defect,Ovaria,Gravid,Taenia,Hymenolepis,Mastophorus,Rodentolepis,Mesocestoides,Capillaria,Trichuris,Heterakis,Aspiculuris,Syphacia,Oxyurids,Ectoparasites,Leptopsylla,segnis,Ctenophthalmus,agyrtes,Ctenophthalmus,assimilis,Nosophyllus,fasciatus,Hystrichopsylla,sp.,HI_NLoci,HI
HZ_BR,D,Dobberzin 8,DOBB8,AA,_0186,AA_0186,F,53.0203,14.0356,28.89,2016,9,29,mus,,,,,mm,mm,mm,dd,mm,mm,94,95,100,120,90,80,dd,mm,dd,mm,mm,mm,HZ,1,11.16,70,60,0.033,,,,,,,,,,B-,0,1,0,,,,0,,0,0,0,0,,,,,,,,,,,HI 12,0.75
HZ_BR,D,Dobberzin 8,DOBB8,AA,_0187,AA_0187,M,53.0203,14.0356,28.89,2016,9,29,mus,d,m,,m,m,m,m,d,m,m,94/100,95,125,120,90,80,dm,mm,mm,mm,mm,mm,HZ,1,15.53,80,65,0.061,0.025,0.031,0.028,0.014,0.073,8.6,21.43,0.034,,,0,1,0,,,,0,,0,0,0,0,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Dobberzin 8,DOBB8,AA,_0188,AA_0188,F,53.0203,14.0356,28.89,2016,9,29,mus,d,,,,dd,mm,mm,dd,mm,mm,100,95,125,120,100,80,mm,mm,mm,mm,dd,mm,HZ,1,9.07,67,59,0.022,,,,,,,,,,B-,0,,0,,,,0,,4,6,10,2,,,,,,,,,,,HI 13,0.72
HZ_BR,D,Dobberzin 8,DOBB8,AA,_0189,AA_0189,M,53.0203,14.0356,28.89,2016,9,29,mus,d,m,,m,m,m,m,d,m,m,100,95,100/125,120,90/100,80,mm,mm,dm,mm,dm,mm,HZ,1,19.24,85,70,0.113,0.041,0.042,0.0415,0.015,0.104,14.6,22.67,0.042,,,1,1,0,,,,0,,0,38,38,16,,,,,,,,,,,HI 14,0.8
HZ_SX,D,Hindenberg 31,HIND31,AA,_0190,AA_0190,F,51.8536,13.8469,0.16,2016,9,29,mus,m,,,,mm,dm,dm,mm,mm,dm,94,95/100,100,100,90,80/100,dd,dm,dd,dd,mm,dm,HZ,1,21.23,95,91,0.033,,,,,,,,,,B-,0,,0,,,,0,,0,4,4,0,,,,,,,,,,,HI 13,0.56
HZ_BR,D,Dobberzin 1,DOBB1,AA,_0191,AA_0191,M,53.02,14.0358,28.88,2016,9,29,mus,,,,m,,d,,,,,100,95,125,120,70/100,80,mm,mm,mm,mm,dm,mm,HZ,1,18.93,86,71,0.319,0.048,0.053,0.0505,0.016,0.08,8.8,13.95,0.071,,,1,1,3,,,,0,,0,0,0,26,,,,,,,,,,,HI 7,0.8461538462
HZ_BR,D,Wriezen 20,WRIE20,AA,_0192,AA_0192,F,52.7347,14.1267,21.16,2016,9,29,mus,d,,,,mm,mm,mm,dm,dm,mm,100,95,125,120,70,80,mm,mm,mm,mm,mm,mm,HZ,1,7.89,64,59,0.012,,,,,,,,,,B-,0,,0,,,,0,,0,1,1,0,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Wriezen 20,WRIE20,AA,_0193,AA_0193,F,52.7347,14.1267,21.16,2016,9,29,mus,d,,,,mm,mm,mm,dm,dm,mm,100,95,125,120,70,80,mm,mm,mm,mm,mm,mm,HZ,1,16.04,86,75,0.011,,,,,,,,,,B-,0,,0,,,,0,,7,19,26,0,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Wriezen 20,WRIE20,AA,_0194,AA_0194,M,52.7347,14.1267,21.16,2016,9,29,mus,d,m,,m,m,m,m,,m,m,100,95,125,120,70/90,80,mm,mm,mm,mm,mm,mm,HZ,1,15.21,79,75,0.011,0.073,0.075,0.074,0.017,0.06,16.6,28.57,0.098,,,0,,0,,,,0,,1,0,1,0,,,,,,,,,,,HI 13,0.9473684211
HZ_BR,D,Wriezen 20,WRIE20,AA,_0195,AA_0195,F,52.7347,14.1267,21.16,2016,9,29,mus,d,,,,mm,mm,mm,dm,dm,mm,100,95,125,120,70/90,80,mm,mm,mm,mm,mm,mm,HZ,1,16.65,84,78,0.023,,,,,,,,,,B+,0,,0,,,,0,,5,23,28,0,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Altthymen 23,ALTTH23,AA,_0196,AA_0196,M,53.2397,13.1633,4.96,2016,9,29,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,15.92,81,75,0.04,0.054,0.05,0.052,0.016,0.066,13.7,20.31,0.051,,,0,3,0,,,,20,,0,0,0,0,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Wriezen 20,WRIE20,AA,_0197,AA_0197,F,52.7347,14.1267,21.16,2016,9,29,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,70/90,80,mm,mm,mm,mm,mm,mm,HZ,1,15.07,83,75,0.019,,,,,,,,,,B-,0,,0,,,,0,,16,21,37,0,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Am Röddelinsee 1,AMRO1,AA,_0198,AA_0198,M,53.0947,13.4497,6.32,2016,9,29,mus,,m,,m,m,m,m,m,m,m,100,95,125,120,100,100,mm,mm,mm,mm,dd,dd,HZ,2,6.44,58,49,0.01,0.012,0.011,0.0115,0.001,0.001,,,,,,0,,0,,,,0,,0,0,0,0,,,,,,,,,,,HI 13,0.7894736842
HZ_BR,D,Altthymen 23,ALTTH23,AA,_0199,AA_0199,F,53.2397,13.1633,4.96,2016,9,29,mus,d,,,,mm,mm,mm,dd,dm,mm,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,2,11.32,70,69,0.021,,,,,,,,,,B-,0,,0,0,,,0,,54,11,65,0,,,,,,,,,,,HI 13,0.84
HZ_BR,D,Altthymen 23,ALTTH23,AA,_0200,AA_0200,M,53.2397,13.1633,4.96,2016,9,29,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,90/100,80,mm,mm,mm,mm,dm,mm,HZ,2,11,69,59,0.051,0.009,0.008,0.0085,0.002,0.002,,,,,,0,,0,,,,34,,0,0,34,0,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Altthymen 23,ALTTH23,AA,_0201,AA_0201,F,53.2397,13.1633,4.96,2016,9,29,mus,d,,,,mm,mm,mm,mm,mm,mm,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,2,15.85,80,73,0.038,,,,,,,,,,B-,0,,0,,,,31,,0,0,31,0,,,,,,,,,,,HI 13,0.96
HZ_BR,D,Altthymen 23,ALTTH23,AA,_0202,AA_0202,M,53.2397,13.1633,4.96,2016,9,29,mus,d,m,,m,m,m,m,m,m,m,100,95,125,120,70/90,80,mm,mm,mm,mm,mm,mm,HZ,2,17.83,81,,0.065,0.064,0.064,0.064,0.018,0.079,17.1,25.88,0.037,,,0,4,0,,,,24,,0,2,2,0,,,,,,,,,,,HI 14,0.95
HZ_BR,D,Storkow 18,STORK18,AA,_0203,AA_0203,F,53.0481,13.4464,2.42,2016,9,29,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95/100,125,120,90/100,100,mm,dm,mm,mm,dm,dd,HZ,2,10.43,68,68,0.031,,,,,,,,,,B-,0,0,0,0,,,0,,0,8,8,6,,,,,,,,,,,HI 13,0.72
HZ_BR,D,Altthymen 23,ALTTH23,AA,_0204,AA_0204,M,53.2397,13.1633,4.96,2016,9,29,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,2,12.52,74,70,0.028,0.041,0.043,0.042,0.011,0.096,7.5,13.64,0.154,,,0,,0,,,,4,,18,19,37,3,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Storkow 18,STORK18,AA,_0205,AA_0205,F,53.0481,13.4464,2.42,2016,9,29,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95/100,100/125,120,100,100,mm,dm,dm,mm,dd,dd,HZ,2,18.28,85,77,0.067,,,,,,,,,,B-,0,,0,,,,0,,0,0,0,1,,,,,,,,,,,HI 13,0.64
HZ_BR,D,Altthymen 23,ALTTH23,AA,_0206,AA_0206,M,53.2397,13.1633,4.96,2016,9,29,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,90/100,80,mm,mm,mm,mm,dm,mm,HZ,2,11.8,71,65,0.03,0.008,0.012,0.01,0.002,0.002,,,,,,0,0,0,0,,,49,,0,7,7,0,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Molkenberg 12,MOLK12,AA,_0207,AA_0207,F,52.4019,14.0672,13.13,2016,9,29,mus,d,,,,mm,dm,mm,dd,dd,mm,100,95,100,120,70/100,80,mm,mm,dd,mm,dm,mm,HZ,2,15.29,83,73,0.046,,,,,,,,,,B-,0,,0,1,,,0,,71,5,76,1,,,,,,,,,,,HI 13,0.64
HZ_BR,D,Storkow 18,STORK18,AA,_0208,AA_0208,F,53.0481,13.4464,2.42,2016,9,29,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95,100/125,120,100,80,mm,mm,dm,mm,dd,mm,HZ,2,15.56,90,80,0.052,,,,,,,,,,B-,0,,0,,,,0,,0,5,5,2,,,,,,,,,,,HI 13,0.76
HZ_BR,D,Molkenberg 12,MOLK12,AA,_0209,AA_0209,F,52.4019,14.0672,13.13,2016,9,29,mus,d,,,,mm,mm,,dm,dd,mm,100,95,100,120,70/90,80,mm,mm,dd,mm,mm,mm,HZ,2,14.32,79,71,0.032,,,,,,,,,,B+,0,,0,,,,0,,0,0,0,0,,,,,,,,,,,HI 12,0.7391304348
HZ_BR,D,Letschin 38,LETS38,AA,_0210,AA_0210,F,52.6506,14.3217,33.27,2016,9,29,mus,d,,,,,m,,,,,94/100,95/100,100/125,120,70/90,80,dm,dm,dm,mm,mm,mm,HZ,2,16.63,84,76,0.026,,,,,,,,,,B-,0,0,0,0,,,0,,0,12,12,3,,,,,,,,,,,HI 8,0.7142857143
HZ_BR,D,Wriezen 20,WRIE20,AA,_0211,AA_0211,F,52.7347,14.1267,21.16,2016,9,29,mus,d,,,,,mm,,,mm,,100,95,125,120,100,80,mm,mm,mm,mm,dd,mm,HZ,1,14.01,82,79,0.016,,,,,,,,,,B-,0,,0,,,,0,,93,21,114,0,,,,,,,,,,,HI 9,0.8235294118
HZ_BR,D,Zehlendorf 1,ZEHL1,SK,2806,SK2806,M,52.7969,13.3994,-20.06,2014,10,6,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,15.03,74.5,83.9,0.035,0.0591,0.0611,0.0601,0.0143,0.0508,5.9,11.43,0.114,,,0,,0,0,,,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,HI 14,0
HZ_BR,D,Zehlendorf 1,ZEHL1,SK,2807,SK2807,F,52.7969,13.3994,-20.06,2014,10,6,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,24.21,94.1,99.8,0.0777,,,,,,,,,0.0179,B-,0,,0,0,,,0,0,27,324,351,0,0,0,0,0,0,0,0,0,0,0,HI 13,0
HZ_BR,D,Zehlendorf 1,ZEHL1,SK,2808,SK2808,F,52.7969,13.3994,-20.06,2014,10,6,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,125,100,110,100,dd,dd,mm,dd,dd,dd,HZ,0,15.96,81.8,88.6,0.052,,,,,,,,,0.0103,B+,0,,0,0,,,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.08
HZ_BR,D,Zehlendorf 1,ZEHL1,SK,2809,SK2809,M,52.7969,13.3994,-20.06,2014,10,6,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,22.78,86.9,101.4,0.0922,0.0877,0.0895,0.0886,0.0274,0.2263,49.4,15.16,0.076,,,0,,0,0,,,0,0,2,13,15,0,0,0,0,0,0,0,0,0,0,0,HI 14,0
HZ_BR,D,Zehlendorf 1,ZEHL1,SK,2810,SK2810,M,52.7969,13.3994,-20.06,2014,10,6,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,18.35,83.8,89.9,0.0645,0.0669,0.0685,0.0677,0.0196,0.1155,27.5,15.5,0.145,,,0,,0,0,,,0,0,39,2,41,1,,,,,,,,,,,HI 14,0
HZ_BR,D,Zehlendorf 1,ZEHL1,SK,2811,SK2811,F,52.7969,13.3994,-20.06,2014,10,6,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100/110,100,dd,dd,dd,dd,,dd,HZ,1,23.09,97.1,103.7,0.069,,,,,,,,,0.0181,B+,0,,0,0,,,0,0,20,183,203,0,0,0,0,0,0,0,0,0,0,0,HI 12,0
HZ_BR,D,Zehlendorf 1,ZEHL1,SK,2812,SK2812,F,52.7969,13.3994,-20.06,2014,10,6,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100/125,100,110,100,dd,dd,dm,dd,dd,dd,HZ,1,23.83,94.9,103.5,0.0865,,,,,,,,,0.0409,B-,0,,0,0,,,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.04
HZ_BR,D,Liebenthal 38,LIEB38,SK,2813,SK2813,M,52.9156,13.4636,-7.49,2014,10,6,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,18.51,81.3,86,0.0651,0.0857,0.0857,0.0857,0.0224,0.1041,34.5,23.16,0.048,,,0,,0,0,,,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,HI 14,0
HZ_BR,D,Liebenthal 38,LIEB38,SK,2814,SK2814,M,52.9156,13.4636,-7.49,2014,10,6,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,90,100,dd,dd,dd,dd,mm,dd,HZ,1,21.05,86.2,95.7,0.0285,0.0875,0.0895,0.0885,0.0279,0.1492,46.4,19.73,0.058,,,0,,0,0,,,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,HI 14,0.1
HZ_BR,D,Liebenthal 38,LIEB38,SK,2815,SK2815,F,52.9156,13.4636,-7.49,2014,10,6,dom,d,,,,dd,dd,dd,dd,dd,,94,100,100,100,90,100,dd,dd,dd,dd,mm,dd,HZ,1,21.26,84.9,93.8,0.0345,,,,,,,,,0.0107,B+,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 12,0.0869565217
HZ_BR,D,Liebenthal 38,LIEB38,SK,2816,SK2816,F,52.9156,13.4636,-7.49,2014,10,6,dom,d,,,,dd,dd,dd,dd,dd,dd,94,95,100,100,100,100,dd,mm,dd,dd,dd,dd,HZ,1,17.24,80.3,93,0.047,,,,,,,,,0.0093,B+,0,,0,0,,,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.08
HZ_BR,D,Brunn 3,BRUNN3,SK,2817,SK2817,M,52.9086,12.5269,-51.05,2014,10,6,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,13.82,71,78.2,0.024,0.0634,0.0598,0.0616,0.0166,0.0419,21.4,11.32,0.115,,,0,,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,HI 14,0
HZ_BR,D,Brunn 3,BRUNN3,SK,2818,SK2818,M,52.9086,12.5269,-51.05,2014,10,6,dom,d,d,,d,d,d,d,d,d,d,94,100,100/125,100,100,100,dd,dd,dm,dd,dd,dd,HZ,1,18.98,81.4,88.5,0.0294,0.0677,0.0694,0.0686,0.019,0.1719,31.7,21.38,0.091,,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 14,0.05
HZ_BR,D,Brunn 3,BRUNN3,SK,2819,SK2819,F,52.9086,12.5269,-51.05,2014,10,6,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,18,83,80.7,0.0441,,,,,,,,,0.0075,B-,0,,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 13,0
HZ_BR,D,Lietzow,LIET21,SK,2820,SK2820,F,52.6169,12.8358,-60.82,2014,10,6,dom,d,,,,dd,dd,dd,dd,dd,dd,100,100,125,100,100,100,mm,dd,mm,dd,dd,dd,HZ,1,20.34,84.1,93.8,0.0785,,,,,,,,,0.0099,B-,0,,10,8,,,0,1,2,30,32,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.16
HZ_BR,D,Pausien,PAUS,SK,2821,SK2821,M,52.6372,13.0447,-49.51,2014,10,6,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,19.88,80.8,81.6,0.0344,0.0934,0.0905,0.092,0.0293,0.1543,38.1,19.5,0.033,,,0,,0,0,,,4,0,0,201,201,0,0,0,0,0,0,0,0,0,0,0,HI 14,0
HZ_BR,D,Pausien,PAUS,SK,2822,SK2822,M,52.6372,13.0447,-49.51,2014,10,6,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,90,100,dd,dd,dd,dd,mm,dd,HZ,1,12.65,70.9,78.1,0.0302,0.0677,0.0704,0.0691,0.0161,0.0152,16,27.14,0.186,,,0,,0,0,,,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,HI 14,0.1
HZ_BR,D,Pausien,PAUS,SK,2823,SK2823,F,52.6372,13.0447,-49.51,2014,10,6,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,13.39,70.1,78.9,0.0235,,,,,,,,,0.0027,B-,0,,0,0,,,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,HI 13,0
HZ_BR,D,Pausien,PAUS,SK,2824,SK2824,F,52.6372,13.0447,-49.51,2014,10,6,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,20.27,81.5,85.2,0.0461,,,,,,,,,0.011,B+,0,,0,0,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 13,0
HZ_BR,D,Pausien,PAUS,SK,2825,SK2825,M,52.6372,13.0447,-49.51,2014,10,6,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,12.5,69.2,77.3,0.0143,0.0144,0.0141,0.0143,0.002,,,,,,,0,,0,0,,,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,HI 14,0
HZ_BR,D,Staffelde,STAFF,SK,2826,SK2826,M,52.7297,12.9925,-44.32,2014,10,7,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,14.79,74.1,81.6,0.0205,0.0789,0.0796,0.0793,0.0214,0.0626,31.4,14.67,0.139,,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 14,0
HZ_BR,D,Danewitz 22,DANE22,SK,2827,SK2827,M,52.7339,13.6664,-9.74,2014,10,7,dom,d,d,,d,d,m,d,d,d,d,94,100,125,100,110,100,dd,dd,mm,dd,dd,dd,HZ,1,14.87,73.9,80.5,0.0356,0.0674,0.0712,0.0693,0.0178,0.0841,19.5,19.35,0.055,,,0,,0,2,,,0,0,0,1,1,6,,,,,,,,,,,HI 14,0.15
HZ_BR,D,Tempelfelde,TEMP8c,SK,2828,SK2828,M,52.7111,13.7222,-6.29,2014,10,7,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,14.75,74.7,83.6,,0.0613,0.0637,0.0625,0.0215,0.1538,36,12.09,0.102,,,0,,0,0,,,0,0,0,0,0,1,,,,,,,,,,,HI 14,0
HZ_BR,D,Danewitz 22,DANE22,SK,2829,SK2829,F,52.7339,13.6664,-9.74,2014,10,7,dom,d,,,,dd,dm,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,13.28,68.6,80.2,0.0618,,,,,,,,,0.0045,B-,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.04
HZ_BR,D,Danewitz 22,DANE22,SK,2830,SK2830,M,52.7339,13.6664,-9.74,2014,10,7,dom,d,d,,d,d,m,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,19.77,80.9,86.9,0.0356,0.0931,0.0914,0.0923,0.0235,0.091,37.1,22.67,0.048,,,0,,0,2,,,0,0,0,0,0,1,,,,,,,,,,,HI 14,0.05
HZ_BR,D,Danewitz 22,DANE22,SK,2831,SK2831,M,52.7339,13.6664,-9.74,2014,10,7,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,16.76,77.1,86,0.0443,0.0889,0.0909,0.0899,0.0261,0.1492,50.1,19.61,0.046,,,0,,0,0,,,0,0,0,0,0,9,,,,,,,,,,,HI 14,0
HZ_BR,D,Neugaul 21,NEUG21,SK,2832,SK2832,F,52.7547,14.1206,21.01,2014,10,7,mus,d,,,,mm,mm,mm,dm,dm,mm,94,95,125,120,90,80,dd,mm,mm,mm,mm,mm,HZ,1,8.96,62.4,63.1,,,,,,,,,,0.002,B-,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.8
HZ_BR,D,Neugaul 21,NEUG21,SK,2833,SK2833,F,52.7547,14.1206,21.01,2014,10,7,mus,d,,,,mm,mm,mm,mm,dd,mm,100,95,125,120,70/100,80,mm,mm,mm,mm,dm,mm,HZ,1,12.16,73.6,76.1,,,,,,,,,,0.0028,B-,0,0,0,0,0,0,0,0,0,27,27,1,,,,,,,,,,,HI 13,0.84
HZ_BR,D,Neugaul 21,NEUG21,SK,2834,SK2834,M,52.7547,14.1206,21.01,2014,10,7,mus,d,m,,m,m,m,m,d,m,m,94,95,125,120,70/90,80,dd,mm,mm,mm,mm,mm,HZ,1,12.77,72.4,62.1,0.0245,0.0499,0.049,0.0495,0.0129,0.1062,21.4,20.37,0.049,,,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,HI 14,0.8
HZ_BR,D,Hammer 1,HAMMER1,SK,2835,SK2835,M,52.88,13.4392,-11.52,2014,10,7,dom,m,d,,d,d,d,d,d,d,d,94,100,100/125,100,100,80,dd,dd,dm,dd,dd,mm,HZ,1,15.24,76.6,88.5,0.0147,0.0882,0.0896,0.0889,0.0207,0.2217,34.9,14.04,0.055,,,1,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 14,0.2
HZ_BR,D,Beetz 125,BEETZD,SK,2836,SK2836,M,52.8136,13.0161,-36.42,2014,10,8,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,17.73,80.8,84.6,0.0243,0.0825,0.0849,0.0837,0.0298,0.121,61.9,19.05,0.056,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 14,0
HZ_BR,D,Beetz 125,BEETZD,SK,2837,SK2837,F,52.8136,13.0161,-36.42,2014,10,8,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,19.69,82.9,86.3,0.0354,,,,,,,,,0.0105,B-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 13,0
HZ_BR,D,Beetz 125,BEETZD,SK,2838,SK2838,F,52.8136,13.0161,-36.42,2014,10,8,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,25.3,87.3,88.8,,,,,,,,,,0.016,B+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 13,0
HZ_BR,D,Friedrichsfelde 11,FRFE11,SK,2839,SK2839,M,53.0942,13.8433,24.48,2014,10,8,mus,d,m,,m,m,m,m,d,m,m,,95,125,120,90/100,80,,mm,mm,mm,dm,mm,HZ,1,15.37,77.7,69.3,0.0293,0.0499,0.0525,0.0512,0.0135,0.0726,16.8,28.95,0.095,,,0,,0,0,,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.8333333333
HZ_BR,D,Friedrichsfelde 11,FRFE11,SK,2840,SK2840,M,53.0942,13.8433,24.48,2014,10,8,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,70/90,80/100,mm,mm,mm,mm,mm,dm,HZ,1,21.73,86.8,78.8,0.0306,0.0817,0.0843,0.083,0.02,0.1168,30.1,21.53,0.086,,,0,,0,0,,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,HI 14,0.85
HZ_BR,D,Friedrichsfelde 11,FRFE11,SK,2841,SK2841,F,53.0942,13.8433,24.48,2014,10,8,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,18.58,84.8,80.5,0.0288,,,,,,,,,0.0079,B-,0,,0,0,,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.88
HZ_BR,D,Friedrichsfelde 11,FRFE11,SK,2842,SK2842,F,53.0942,13.8433,24.48,2014,10,8,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,20.67,87.1,82.3,0.0354,,,,,,,,,0.0111,B-,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.88
HZ_BR,D,Friedrichsfelde 11,FRFE11,SK,2843,SK2843,M,53.0942,13.8433,24.48,2014,10,8,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,16.6,78.6,71.1,0.019,0.0634,0.0671,0.0653,0.0171,0.1128,28.8,21.01,0.049,,,0,,0,0,,0,0,0,0,105,105,0,0,0,0,0,0,0,0,0,0,0,HI 14,0.9
HZ_BR,D,Danewitz 22,DANE22,SK,2844,SK2844,M,52.7339,13.6664,-9.74,2014,10,8,dom,d,d,,d,d,m,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,18.22,83.7,93.1,0.0258,0.1118,0.1122,0.112,0.0327,0.2239,46.5,19,0.081,,,0,,0,0,,,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,HI 14,0.05
HZ_BR,D,Neurüdnitz,NEUR14,SK,2845,SK2845,F,52.7914,14.1825,25.59,2014,10,8,mus,m,,,,mm,mm,dm,dm,mm,mm,94/100,95,125,120,90,80,dm,mm,mm,mm,mm,mm,HZ,1,20.97,80.7,81.5,0.0203,,,,,,,,,0.0083,B+,0,,0,0,,,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.88
HZ_BR,D,Neurüdnitz,NEUR14,SK,2846,SK2846,F,52.7914,14.1825,25.59,2014,10,8,mus,d,,,,mm,mm,mm,mm,mm,mm,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,16.89,82.6,80.9,0.0435,,,,,,,,,0.0088,B+,0,,0,0,,,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.96
