"","Mouse_ID","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Death","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Notes","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","Ticks","eimeriaSpecies","MC.Eimeria","delta_ct_cewe_MminusE","Ct.Eimeria","Ct.Mus","IL.12","IRG6","CXCR3","IL-6","GBP2","IFNy","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IL17A_CD4","IFNy_CD8","Position","Ct_mean","Oocyst_Predict","COCE","CEWE","ILWE","CECE","COWE","SICE","Aspiculuris_sp","Taenia_sp","Hymenolepis_sp"
"39","AA_0085","F",13.676085,52.497666,2016,"d",NA,"mm","mm","mm","mm","mm","mm","94/100","95/100","100","120","90","80","dm","dm","dd","mm","mm","mm",13,0.8,NA,"2016-09-26",38,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Alice","April2018",7,8,4,5,NA,5,6,14,7,0.1,280000,7,"DyM",28.266,91,NA,NA,2.5,NA,NA,NA,NA,NA,NA,92,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"40","AA_0086","M",13.676085,52.497666,2016,"d","m",NA,"d",NA,"d","d","d","94","100","100","100","100","80","dd","dd","dd","dd","dd","mm",11,0.117647059,NA,"2016-09-26",14,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",16.173,75,NA,36,2.5,NA,NA,NA,108,0.063,0.065,93,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"41","AA_0087","F",13.676085,52.497666,2016,"d",NA,"mm","mm",NA,"mm","mm","mm","94/100","95/100","100/125","120","90/100","80","dm","dm","dm","mm","dm","mm",12,0.782608696,NA,"2016-09-26",26,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Alice","April2018",2,1,10,3,1,3,1,2,2.875,0.1,63888.8888888889,8,"DyM",15.419,81,NA,NA,4.5,NA,NA,NA,NA,NA,NA,75,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"42","AA_0088","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","100","100","100","100","90/100","100","mm","dd","dd","dd","dm","dd",14,0.2,NA,"2016-09-26",19,0,NA,NA,"Positive_LOST",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0,"DyM",12.439,73,NA,13,4,NA,NA,NA,112,0.063,0.067,81,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"43","AA_0089","F",13.84,52.2678,2016,"d",NA,NA,"dd",NA,"dd","dd","dd","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd",11,0.047619048,NA,"2016-09-26",0.04,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",10.819,68,NA,NA,3,NA,NA,NA,NA,NA,NA,71,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"44","AA_0090","M",13.7072,52.2422,2016,"d","m",NA,NA,NA,"d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",8,0,NA,"2016-09-26",15,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",11.176,75,NA,16,2,NA,NA,NA,56,0.049,0.051,76,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"45","AA_0091","F",13.5544,52.7881,2016,"d",NA,NA,NA,NA,"dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",10,0,NA,"2016-09-26",36,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",11.599,68,NA,NA,2,NA,NA,NA,NA,NA,NA,73,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"46","AA_0092","M",13.5544,52.7881,2016,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6,0,NA,"2016-09-26",55,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",16.711,77,NA,28,3,NA,NA,NA,131,0.049,0.052,79,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"47","AA_0093","M",13.3047,52.9936,2016,NA,"m","d",NA,NA,NA,"d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",10,0.0625,NA,"2016-09-26",26,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",16.258,81,NA,28,1,NA,NA,NA,166,0.08,0.083,85,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"48","AA_0094","F",13.3047,52.9936,2016,"m",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.04,NA,"2016-09-26",33,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Alice","April2018",2,1,1,5,3,3,1,4,2.5,0.1,250000,8,"DyM",16.76,81,NA,NA,1,NA,NA,NA,NA,NA,NA,83,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"49","AA_0095","M",13.3047,52.9936,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0.05,NA,"2016-09-26",26,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",12.15,69,NA,14,2,NA,NA,NA,18,0.057,0.061,76,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"50","AA_0096","F",13.0439,51.93,2016,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6,0,NA,"2016-09-26",0.06,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",20.254,85,NA,NA,2,NA,NA,NA,NA,NA,NA,80,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"51","AA_0097","M",13.64,52.716944,2016,"d",NA,"d","d",NA,"d","d","d","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd",12,0.055555556,NA,"2016-09-26",15,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",10.515,71,NA,15,2,NA,NA,NA,33,0.052,0.054,61,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"52","AA_0098","M",13.64,52.716944,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,NA,"2016-09-26",23,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",15.579,80,NA,25,2,NA,NA,NA,104,0.078,0.077,81,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"53","AA_0099","M",13.0819,52.0311,2016,"d",NA,"m",NA,NA,"d","d","d","100","100","100","100","100","80","mm","dd","dd","dd","dd","mm",11,0.294117647,NA,"2016-09-26",42,81,NA,NA,"",0,0,NA,NA,NA,NA,TRUE,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",17.583,78,NA,26,2,NA,NA,NA,137,0.064,0.07,84,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.58,1123,NA,NA,NA,NA,NA,NA,0,0,0
"54","AA_0100","F",13.4639,51.8625,2016,"d",NA,"dd","dd",NA,"dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",12,0,NA,"2016-09-26",8,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Alice","April2018",1,0,0,0,0,0,0,1,0.25,0.1,12500,8,"dom",5.823,59,NA,NA,2,NA,NA,NA,NA,NA,NA,66,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"55","AA_0101","M",13.4639,51.8625,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,NA,"2016-09-26",39,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",16.541,84,NA,19,2,NA,NA,NA,95,0.072,0.076,91,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,7901,NA,NA,NA,NA,NA,NA,0,0,0
"56","AA_0102","M",13.1953,51.9097,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,NA,"2016-09-26",12,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",14.945,77,NA,23,2,NA,NA,NA,136,0.069,0.073,78,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"57","AA_0103","F",13.7336,52.9783,2016,"m",NA,"mm","mm",NA,"dm","mm","mm","100","95","125","120","90","80/100","mm","mm","mm","mm","mm","dm",12,0.913043478,NA,"2016-09-26",34,0,NA,NA,"",0,0,NA,NA,NA,NA,TRUE,NA,9,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.78,86,NA,NA,2,NA,NA,NA,NA,NA,NA,76,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,172,0,0
"58","AA_0104","M",13.7336,52.9783,2016,"m","m","m","m",NA,"m","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,0.947368421,NA,"2016-09-26",46,2,NA,NA,"",0,0,NA,NA,NA,NA,TRUE,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",20.586,91,NA,0.03,2,NA,NA,NA,106,0.083,0.092,84,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,73,0,0
"59","AA_0105","F",13.7336,52.9783,2016,"m",NA,"mm","mm",NA,"dm","dm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",12,0.869565217,NA,"2016-09-26",27,0,NA,NA,"",0,0,NA,NA,NA,NA,TRUE,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",15.274,82,NA,NA,2,NA,NA,NA,NA,NA,NA,72,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2,0,0
"60","AA_0106","M",13.7336,52.9783,2016,"d","m","m","m",NA,"m","d","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,0.894736842,NA,"2016-09-26",36,43,NA,NA,"",0,0,NA,NA,NA,NA,TRUE,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",14.14,76,NA,17,2,NA,NA,NA,126,0.05,0.054,66,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.54729681,17247,NA,NA,NA,NA,NA,NA,0,0,0
"61","AA_0107","F",13.7336,52.9783,2016,"m",NA,"mm","mm","mm","mm","dm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",13,0.88,NA,"2016-09-26",41,0,NA,NA,"",0,0,NA,NA,NA,NA,TRUE,NA,0,"Alice","April2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",22.351,84,NA,NA,2,NA,NA,NA,NA,NA,NA,75,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,489,0,0
"62","AA_0108","M",13.7336,52.9783,2016,"m","m","m","m",NA,"d","m","m","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",13,0.842105263,NA,"2016-09-26",34,2,NA,NA,"",0,0,NA,NA,NA,NA,TRUE,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.921,82,NA,26,2,NA,NA,NA,0.12,0.085,0.08,79,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,85,0,0
"63","AA_0109","M",13.7336,52.9783,2016,"m","m","m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,0.947368421,NA,"2016-09-26",41,1,NA,NA,"",0,0,NA,NA,NA,NA,TRUE,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",18.13,85,NA,33,2,NA,NA,NA,0.12,0.08,0.091,75,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,76,0,0
"64","AA_0110","M",13.676085,52.497666,2016,"d","m","m","m",NA,"m","m","m","94","100","100/125","100/120","90/100","80","dd","dd","dm","dm","dm","mm",13,0.578947368,NA,"2016-09-26",25,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",18.718,83,NA,18,NA,NA,NA,NA,158,0.051,0.052,86,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"65","AA_0111","F",13.895,52.9581,2016,"d",NA,"mm","mm",NA,"dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",12,0.869565217,NA,"2016-09-27",14,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",6.71,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.80059975,7380,NA,NA,NA,NA,NA,NA,0,0,0
"66","AA_0112","M",13.895,52.9581,2016,"d","m","m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,0.894736842,NA,"2016-09-27",7,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",4.11,46,NA,NA,NA,NA,NA,NA,2,0.004,0.003,49,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"67","AA_0113","M",13.84,52.2678,2016,"d","m","d","m",NA,"d","d","d","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd",13,0.157894737,NA,"2016-09-27",0.03,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",9.768,64,NA,3,NA,NA,NA,NA,NA,0.018,0.017,76,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"68","AA_0114","F",13.895,52.9581,2016,"d",NA,"mm","mm",NA,"dd","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",12,0.782608696,NA,"2016-09-27",19,0,NA,NA,NA,0,1,NA,NA,NA,NA,TRUE,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",9.076,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,0
"69","AA_0115","M",13.7336,52.9783,2016,"m","m","m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,0.947368421,NA,"2016-09-27",17,0,NA,NA,NA,0,0,NA,NA,NA,NA,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",10.31,70,NA,11,NA,NA,NA,NA,8,0.049,0.046,67,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,9,0,0
"70","AA_0116","M",13.7336,52.9783,2016,"d","m","m","m",NA,"d","m","m","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,12,0.882352941,NA,"2016-09-27",36,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.562,79,NA,21,2,NA,NA,NA,152,0.053,0.056,70,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"71","AA_0117","F",13.7336,52.9783,2016,"m",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",13,0.92,NA,"2016-09-27",19,0,NA,NA,"",0,0,NA,NA,NA,NA,TRUE,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",11.378,65,NA,NA,2,NA,NA,NA,NA,NA,NA,73,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,16,0,0
"72","AA_0118","F",13.7336,52.9783,2016,"m",NA,"mm","mm","mm","dm","dm","mm","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,12,0.913043478,NA,"2016-09-27",31,3,NA,NA,"",0,0,NA,NA,NA,NA,TRUE,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",12.73,83,NA,NA,2,NA,NA,NA,NA,NA,NA,76,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.18,748,NA,NA,NA,NA,NA,NA,225,0,0
"73","AA_0119","F",13.7336,52.9783,2016,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,12,0.869565217,NA,"2016-09-27",0.02,0,NA,NA,"",0,0,NA,NA,NA,NA,TRUE,NA,0,"Alice","April2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",13.96,73,NA,NA,2,NA,NA,NA,NA,NA,NA,73,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.78,7484,NA,NA,NA,NA,NA,NA,3,0,0
"74","AA_0120","F",13.895,52.9581,2016,"d",NA,"mm","mm",NA,"dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",12,0.869565217,NA,"2016-09-27",42,0,NA,NA,"",0,0,NA,NA,NA,NA,TRUE,NA,26,"Alice","April2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",15.73,84,NA,NA,2,NA,NA,NA,NA,NA,NA,74,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.16631861,5761,NA,NA,NA,NA,NA,NA,0,0,0
"75","AA_0121","F",13.895,52.9581,2016,NA,NA,NA,NA,NA,"dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",9,0.888888889,NA,"2016-09-27",43,0,NA,NA,"Positive_LOST",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0,"mus",21.55,94,NA,NA,2,NA,NA,NA,NA,NA,NA,71,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.11,3040,NA,NA,NA,NA,NA,NA,0,0,0
"76","AA_0122","F",13.7336,52.9783,2016,"m",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,12,1,NA,"2016-09-27",0.03,0,NA,NA,"",0,0,NA,NA,NA,NA,TRUE,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",11.23,71,NA,NA,2,NA,NA,NA,NA,NA,NA,72,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,116,0,0
"77","AA_0123","F",13.3047,52.9936,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,NA,"2016-09-27",48,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",16.351,80,NA,NA,2,NA,NA,NA,NA,NA,NA,81,"2016-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"78","AA_0124","F",13.3047,52.9936,2016,"d",NA,"dm","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.04,NA,"2016-09-27",11,0,NA,NA,"",0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",8.381,63,NA,NA,2,NA,NA,NA,NA,NA,NA,66,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
